Country,Region-Geo,Continent,Region,Year,Year_cat,AgriculturalLand,BodyMassIndex_M,BodyMassIndex_F,Cellphones,ChildrenPerWoman,CO2Emissions,DemocracyScore,EnergyUsePerPerson,Exports,Femalesaged25to54labourforceparticipationrate,Forestarea,GDPpercapita,Governmenthealthspendingperpersontotal,Hightotechnologyexports,Hourlycompensation,Imports,IncomePerPerson,Incomeshareofpoorest10pct,Incomeshareofrichest10pct,Infantmortality,Inflation,Internetusers,LifeExpectancy,Literacyrateadulttotal,Literacyrateyouthtotal,Longtermunemploymentrate,Medianage,MedicalDoctors,Murder,Murderedmen,Murderedwomen,Oilconsumptionperperson,Populationgrowth,Populationtotal,Populationdensity,Poverty,Ratioofgirlstoboysinprimaryandsecondaryeducation,Renewablewater,Residentialelectricityuseperperson,Suicideage15to29,Taxrevenue,Teenfertilityrate,TotalGDPUS,TotalhealthspendingperpersonUS,Tradebalance,Trafficdeaths,UrbanpopulationTotal,Urbanpopulationgrowth,YearlyCO2emission
Papua New Guinea,Oceania,Oceania,East Asia & Pacific,1996,[1996],2.108819503,23.86733,23.85023,0.047203985,4.654,0.446905708,4,,59.40450781,79.30000305,,792.0837156,33.42173076,,,48.39884426,2206.725215,1.9,40.86,60.6,1.811877156,0.002067023,57.54,,,,,,,,,,2.617812581,4840693,10.459,57.38,,,,,22.46318454,,3834234097,38.85282057,11.00566355,,13.9056,1.364339158,2163.333333
Paraguay,America - South,Central and South America,America,1996,[1996],47.87566071,24.53223,24.80799,0.669908158,4.005,0.764706482,7,0.818745604,50.34299626,65.59999847,,1461.484586,50.57363934,1.269983731,,62.21545208,4254.724259,,,30.3,13.13822689,0.020359612,69.109,,,,,,14.80377,25.98394,3.47538,,2.263584719,4905150,12.059,,98.969,,463.3088055,3.936677,11.53371043,,7168801119,121.24685,-11.87245582,10.01542,52.771,3.483786318,3751
Peru,America - South,Central and South America,America,1996,[1996],16.51484375,23.74694,25.61391,0.828795937,3.226,1.004646124,1,0.465993456,13.29872222,63.29999924,,1992.578021,56.78147288,5.824213116,,18.15352181,5474.064588,1.52,35.26,40,10.57319026,0.24623258,68.527,,,,,,,,,0.306573503,1.753557935,24248671,18.867,,,,221.9293625,,14.04703979,,48317368876,103.7793121,-4.854799583,,71.3692,2.341248514,24361.33333
Philippines,Asia - South Eastern,Asia,East Asia & Pacific,1996,[1996],37.24385418,22.18426,22.54578,1.353952827,3.962,0.87753901,8,0.489861272,40.50665724,56.59999847,,1016.311842,16.97642343,58.46382122,1.00999999,49.29329875,2464.68351,,,32.9,7.661037838,0.055946029,66.166,,,,,1.23,,,,0.247559632,2.250175523,70831419,236.105,,,,124.7055282,,16.93863776,,71986809923,41.42719955,-8.786641509,,48.23,2.125848943,62157.33333
Poland,Europe - Eastern,Europe,Europe & Central Asia,1996,[1996],60.6978578,25.59576,25.55492,0.564859313,1.598,9.343764385,9,2.679011567,22.30846803,77.5,,3619.549273,176.4780423,2.915592583,,23.73945402,9518.902961,3.45,26.48,11.6,17.91291824,1.287640924,72.39,,,4.800000191,,2.4,2.490299,3.625839,1.398476,0.446939397,0.076074182,38398942,118.79,11.32,,,497.7359296,10.91391,,21.3,1.40E+11,240.4704645,-1.430985996,16.85945,61.5376,0.148576474,358790.6667
Portugal,Europe - Southern,Europe,Europe & Central Asia,1996,[1996],40.76502732,25.75557,25.63611,6.526188696,1.479,4.988505638,10,1.99294005,27.20945326,75.69999695,,9823.834262,612.6912193,4.09966488,5.329999924,34.37427923,17027.44647,,,7,2.34488088,3.013829301,75.53,,,3.599999905,,3,1.205444,1.87145,0.5712209,1.199522787,0.2736429,10169044,110.555,,102.085,,835.8007659,3.11539,20.20423423,19.588,98806759496,938.9258094,-7.16482597,20.2271,51.767,1.552870267,50728.33333
Puerto Rico,America - Central,Central and South America,America,1996,[1996],34.83652762,26.47035,28.27554,8.814956382,2.05,,,,67.69795195,49.09999847,,13751.69946,,,,93.9033343,16594.09041,,,,3.911928063,0.268710333,74.407,,,,,,,,,,1.121862669,3732293,420.54,,,,,,,76.8,51220336159,,-26.20538235,,88.6342,2.832368105,
Qatar,Asia - Western,Asia,Middle East & North Africa,1996,[1996],5.69456428,26.41204,27.65266,5.614903341,3.534,62.10311033,-10,16.19221072,43.72574226,45,,,428.8759178,0.00242072,,39.78347877,42008.11347,,,12.6,,0.930185833,76.154,,,,,1.26,,,,2.548231731,2.180215831,512422,46.584,,93.509,,5660.44754,,,26.1,,640.648455,3.94226349,,95.2606,2.456261347,31823
Romania,Europe - Eastern,Europe,Europe & Central Asia,1996,[1996],64.40397351,24.63848,24.93579,0.075329951,1.318,5.613395912,8,2.108834147,28.14103179,78.19999695,,1816.449599,38.74886835,1.236937385,,36.56899286,7801.288687,,,27,45.1732127,0.221116883,69.58,,,2.900000095,,1.81,3.56062,5.093146,2.077438,0.575077706,-0.288129486,22567385,94.665,,100.451,,359.0073893,7.740842,,40.09,41086280751,60.00502063,-8.427961074,19.20337,53.616,-0.573085678,126679.6667
Russian Federation,Europe - Eastern,Europe,Europe & Central Asia,1996,[1996],13.19523311,24.95205,26.42777,0.150213228,1.296,10.99145683,3,4.264848347,26.07331408,84.80000305,,1564.115268,104.7314571,9.664536747,,21.84978584,7543.840316,1.46,35.47,21.9,45.8018959,0.271063844,65.89,,,2.5,,4.096,25.31057,40.0485,11.39516,0.876348234,-0.27173195,148456965,8.694,9.01,,,890.235729,36.83945,,37.8,2.31E+11,146.6043859,4.22352824,19.05676,73.3676,-0.277728968,1631758.333
Rwanda,Africa - Eastern,Africa,Sub-Saharan Africa,1996,[1996],62.62667207,21.71962,21.17848,0,6.229,0.108663877,-6,,6.031370025,93.80000305,,206.9830518,4.43135155,0.598880871,,26.19869579,622.9213344,,,113.5,10.92141577,0.000883372,35.159,,,,,,,,,,4.108600735,5803830,220.36,,,,,,,,1203713148,10.99523558,-20.16732577,,9.3896,16.51563393,630.6666667
Saint Helena,Africa - Western,Africa,Sub-Saharan Africa,1996,[1996],,,,,,,,,,,,,,,,,2277.021198,,,,,,,,,,,,,,,,,5220,,,,,,,,,,,,,,,
Saint Kitts and Nevis,America - Central,Central and South America,America,1996,[1996],34.61538462,26.69849,28.73116,,,,,,,,,,,0.7482988,,78.65761689,11275.20392,,,,,,,,,,,,,,,,,43714,,,,,,,,66.8,,,-28.97435897,,,,
Saint Lucia,America - Central,Central and South America,America,1996,[1996],29.50819672,23.80912,25.93798,,2.76,,,,,62.90000153,,,,7.288031058,,68.50640858,8317.926992,,,,,,71.186,,,,,,9.873,,,,,149022,,,,,,,,69.5,,,-6.160083704,,,,
Saint Vincent and the Grenadines,America - Central,Central and South America,America,1996,[1996],28.20512821,24.15437,25.92007,,2.641,,,,,58.29999924,,,,0.026149364,,66.17550601,4750.751233,,,,,,70.634,,,,,,,,,,,108049,,,,,,,23.49690929,80.4,,,-13.28772586,,,,
Saint-Pierre-et-Miquelon,America - North,North America,America,1996,[1996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6300,,,,,,,,,,,,,,,
Samoa,Oceania,Oceania,East Asia & Pacific,1996,[1996],22.61484099,28.19742,30.60247,0,4.692,0.776612206,,,35.35606279,56.90000153,,1278.948143,51.61768683,,,56.56861751,3746.215445,,,20.8,4.497079139,,67.834,,,,,0.344,,,,,1.012349507,169969,60.039,,102.504,,,,,,217381536.9,69.34257329,-21.21255472,,21.6162,1.430502181,132
San Marino,Europe - Southern,Europe,Europe & Central Asia,1996,[1996],16.66666667,,,8.800247133,,,,,,,,24351.10489,2007.197714,,,,33561.39549,,,6.5,3.998040328,1.428075186,,,,,,,,,,,0.849253771,25897,424.541,,,,,,,,630620563.2,2322.658657,,,92.0192,1.236007097,
Sao Tome and Principe,Africa - Central,Africa,Sub-Saharan Africa,1996,[1996],46.875,22.13677,23.18855,0,4.887,0.590042836,,,,53.09999847,,,19.37667023,,,,1365.176404,,,63.6,,,62.754,,,,,0.467,,,,,1.984324146,130499,135.372,,,,,,,,,80.69469829,,,49.5896,3.936318814,77
Saudi Arabia,Asia - Western,Asia,Middle East & North Africa,1996,[1996],80.70931158,26.55977,28.01927,1.015284034,4.795,13.77200584,-10,4.954286029,40.25608383,22.89999962,,9135.052288,135.6153519,0.749585674,,26.78621014,20772.35619,,,24.3,7.105556106,0.026732651,71.098,,,,,,,,,2.978179133,1.580694611,18786467,8.739,,,,2097.621415,,,,1.72E+11,248.3618144,13.46987369,,78.9056,1.879725902,258727.3333
Senegal,Africa - Western,Africa,Sub-Saharan Africa,1996,[1996],44.92806316,21.06393,22.85871,0.016434158,5.943,0.435295683,-1,0.222287814,26.9840158,67.19999695,,454.4335481,8.75025119,1.462643925,,32.76459233,1362.469301,,,72.3,4.316613283,0.011238219,57.346,,,,,0.093,,,,,2.626602078,8591861,43.675,,75.527,,21.66194589,,14.25077667,,3914628506,24.08150634,-5.780576536,,39.765,2.991910792,3740
Serbia,Europe - Southern,Europe,Europe & Central Asia,1996,[1996],,25.92565,25.55097,,1.803,,-7,2.091297796,,,,760.8364081,91.01452576,,,,7344.151268,,,15,,,71.867,,,,,,,,,,-0.389807019,10248363,115.983,,,,1601.6056,,,33,5865195204,128.3112435,,,51.9954,0.085207466,
Seychelles,Africa - Eastern,Africa,Sub-Saharan Africa,1996,[1996],8.695652174,24.04069,26.58276,1.381566747,2.275,2.622724985,,,66.3386929,,,6242.293166,311.4779028,0,,75.74594032,14287.0082,,,12.2,-1.536456608,0.643605477,71.055,,,,,1.324,,,,,1.467192934,75494,165.921,,100.372,,,,26.93784497,63,477017316.8,355.5201154,-9.40724742,,49.7768,1.780681107,198
Sierra Leone,Africa - Western,Africa,Sub-Saharan Africa,1996,[1996],39.2348506,21.90497,22.56878,0,6.15,0.081833124,4,,17.8199589,79.69999695,,207.1508898,3.17987434,,,35.48382591,719.3643416,,,148,25.57448816,0.002506116,36.039,,,,,0.073,,,,,-0.004771347,3898177,54.338,,,,,,7.661186153,,807510834.3,35.11120584,-17.66386701,,34.6982,0.811852641,319
Singapore,Asia - South Eastern,Asia,East Asia & Pacific,1996,[1996],1.492537313,23.60396,23.45037,12.05104267,1.66,15.46207034,-2,5.41225679,178.4887741,62.79999924,,21258.52785,375.1798799,55.71437159,8.25,161.9564764,31934.80024,,,3.9,1.05160017,8.135760868,77.506,,,,,,0.5445764,0.4587705,0.6271678,8.464053357,4.064379734,3576537,5236.511,,,,1133.830973,7.112536,16.08329186,,78033678182,765.8111425,16.64771593,6.158132,100,4.064379734,55300.66667
Slovak Republic,Europe - Eastern,Europe,Europe & Central Asia,1996,[1996],50.81081081,26.13178,26.04047,0.53259669,1.541,7.952338748,7,3.363728586,53.31679164,82.59999847,,4836.394273,224.744242,3.173378791,,64.12708168,11482.62754,3.06,20.83,12,4.198495087,0.784375534,72.77,,,5.800000191,,,1.903759,2.650952,1.214021,0.631689633,0.211674396,5380807,109.738,1.36,102.118,,1014.663762,8.450594,,30.106,25987692368,253.4417282,-10.81029004,13.28933,56.4762,0.104076336,42790
Slovenia,Europe - Southern,Europe,Europe & Central Asia,1996,[1996],26.06752731,26.34704,26.16163,2.090045691,1.265,7.575158119,10,3.178709643,49.90618128,84.5,,8420.53841,618.4661056,4.507087088,,50.8706697,16392.54553,,,5.8,11.28914488,5.028554318,75.11,,,,,2.135,2.055285,2.74046,1.39172,,-0.062536134,1971488,97.329,,102.673,,1309.871094,16.89193,20.26301349,11.01,16745318458,811.8607602,-0.964488423,17.36812,50.6432,-0.008812619,14934.33333
Solomon Islands,Oceania,Oceania,East Asia & Pacific,1996,[1996],2.608074312,25.93356,26.84269,0.091985271,5.077,0.440364702,8,,34.4215122,63.90000153,,1387.563992,42.95620461,,,55.80968446,2350.192514,,,28.5,12.15271181,0.268683585,60.27,,,,,,,,,,2.755972629,366363,12.679,,,,,,,,508352106.9,46.58405969,-21.38817226,,14.8934,4.308237755,161.3333333
Somalia,Africa - Eastern,Africa,Sub-Saharan Africa,1996,[1996],70.2346415,21.46899,21.77488,0,7.679,,0,,,56.5,,,2.19197256,,,,956.0964194,,,103.3,,0.00150955,48.096,,,,,,,,,,1.579216551,6628554,10.395,,,,,,,,,4.93193825,,,31.7894,2.732131192,
South Africa,Africa - Southern,Africa,Sub-Saharan Africa,1996,[1996],82.09342347,23.96304,27.80927,2.259592837,3.04,8.502692147,9,2.653806241,24.72934693,60.90000153,,3019.966,97.42166554,5.650817654,,23.19589988,7454.416557,,,46.6,8.089661507,0.88767041,60.613,82.40210237,93.90514991,,,0.593,,,,0.49073235,2.225178277,42175740,34.541,,,,698.5567695,,,,1.21E+11,271.1679367,1.533447058,,54.967,3.1041,358607.3333
South Sudan,Africa - Eastern,Africa,Sub-Saharan Africa,1996,[1996],,,,,6.435,,,,,,,,,,,,1532.214582,,,126.3,,,47.412,,,,,,,,,,2.930125496,6327927,,,,,,,,,,,,,15.9992,3.722042336,
Spain,Europe - Southern,Europe,Europe & Central Asia,1996,[1996],60.34558706,26.20999,25.79656,7.585228541,1.2,5.905986145,10,2.515801663,23.62431546,57.5,,12311.9921,851.4576443,7.604058764,13.32999992,23.08997478,19709.87114,,,6.4,3.458627902,1.333241454,78.26,,,12.19999981,,2.8,0.8090152,1.140462,0.4805436,1.485089339,0.231202196,39519508,78.103,,105.271,,942.6669153,6.234755,16.09184244,7.132,4.86E+11,1176.675537,0.534340674,12.90264,75.9372,0.338189871,233401.6667
Sri Lanka,Asia - Southern,Asia,South Asia,1996,[1996],37.10731941,21.1642,22.22727,0.387277491,2.268,0.379049841,5,0.366518161,34.97333778,43.59999847,,723.114065,12.12612982,,0.479999989,43.90062594,2529.764377,3.57,29.17,17.1,10.81742079,0.05447815,69.297,,,,,,,,,,1.096742733,18340596,279.54,46.68,,,69.43533033,,16.95069051,,13259019496,26.13121774,-8.92728816,,16.2938,0.203470506,6952
Sudan,Africa - Northern,Africa,Sub-Saharan Africa,1996,[1996],54.94065657,21.29703,21.91783,0.007113041,5.747,0.173487613,-7,0.396750996,7.454829804,32.59999847,,307.5115244,2.76897773,0.500051603,,15.75127979,1524.285917,,,74.2,32.56225392,0,56.79,,,,,0.09,,,,,2.580646642,24601180,12.343,,,,24.72708937,,,,9595511990,11.5210148,-8.296449989,,32.2846,2.663746207,4268
Suriname,America - South,Central and South America,America,1996,[1996],0.570512821,24.20795,26.1414,0.546734978,2.717,4.820893,5,,23.3494542,49.40000153,,1897.92624,61.25277872,0.426412863,,30.76036036,5520.939489,,,34.4,11.09997228,0.226306297,67.75,,,5.800000191,,0.252,6.409,,,,1.361582,441896,2.697,,,,,,,,838686013.9,144.3544415,-7.410906165,,62.9444,2.121319142,2130.333333
Swaziland,Africa - Southern,Africa,Sub-Saharan Africa,1996,[1996],71.04651163,22.02255,27.12833,0,4.709,0.346322281,-9,,59.35483225,76,,1397.002261,49.78117669,,,80.63239016,3821.056931,,,67.6,7.682363885,0.050399009,55.068,,,,,0.151,,,,,2.160103658,984632,56.705,,,,,,,,1375533130,87.96369161,-21.27755791,,22.966,1.803690015,341
Sweden,Europe - Northern,Europe,Europe & Central Asia,1996,[1996],8.034800409,25.49521,24.80505,28.16640013,1.6,6.521109372,10,5.824991364,38.56082938,87.09999847,,23903.46322,2229.035462,17.93867845,24.29000092,31.94698786,24898.70453,,,3.8,0.824784898,9.05016995,79.15,,,3,,2.9,1.168251,1.505097,0.8406691,1.968822327,0.159147081,8847421,19.663,,109.902,,4872.656048,10.14862,21.08025449,,2.11E+11,2564.233203,6.613841519,5.074862,83.8644,0.207331691,57695
Switzerland,Europe - Western,Europe,Europe & Central Asia,1996,[1996],39.525,25.66158,24.01678,9.385589473,1.502,5.654516718,10,3.467909529,35.83436022,76.09999847,,32855.30719,2324.082571,17.7751268,27.94000053,31.68928057,31589.72381,,,5,0.193173915,4.542652624,79.17,,,0.899999976,,3.2,1.073634,1.36388,0.769566,1.729934005,0.441636407,7060963,171.034,,96.81,,2126.959718,16.43054,9.166838582,5.632,2.27E+11,4266.357113,4.838270938,8.294695,73.5268,0.372026167,39926.33333
Taiwan,Asia - Eastern,Asia,East Asia & Pacific,1996,[1996],,23.69346,22.98278,,1.76,8.708546929,8,,,,,,,,5.980000019,,19754.06066,,,7,,,74.65,,,,,,,,,1.686874872,,21458000,,,,,1286.088892,,,17,,,,,,,186868
Tajikistan,Asia - Central,Asia,Europe & Central Asia,1996,[1996],32.75935982,23.70978,23.67826,0.001740515,4.462,0.482395713,-6,0.366573816,76.58830474,64.69999695,,122.0948533,2.30983103,,,80.04651338,899.2840135,,,86.5,430.5527903,,62.467,,,,,2.086,,,,,1.459838788,5860334,40.953,,,,332.0552736,,,,715516620.3,5.52973549,-3.458208632,,28.399,-0.209310935,2827
Thailand,Asia - South Eastern,Asia,East Asia & Pacific,1996,[1996],40.8365793,22.16708,23.40458,3.061209368,1.824,3.363751754,9,1.149081087,39.25165463,81.30000305,,2109.05461,54.71482033,29.15229045,,45.5262464,6001.238003,2.52,34.44,23.2,4.010292021,0.115472136,70.552,,,,,0.365,9.731,,,0.60732071,1.014043835,60258113,117.436,14.55,,,269.4774167,,,,1.27E+11,115.9715145,-6.27459177,,30.4494,1.585140843,202693.3333
Timor-Leste,Asia - South Eastern,Asia,East Asia & Pacific,1996,[1996],22.99932751,20.46321,20.8778,,6.627,,,,,58.70000076,,,23.60343593,,,,3547.22835,,,99.9,,,54.941,,,,,,,,,,-0.062987621,852280,57.3,,,,,,,,,28.09728534,,,22.8798,1.459926926,
Togo,Africa - Western,Africa,Sub-Saharan Africa,1996,[1996],62.51149108,21.23926,21.4504,0,5.62,0.25177777,-2,0.417268787,33.28203792,56.20000076,,270.6453677,5.94910657,5.288019319,,44.1403893,1073.776351,,,81.4,5.387927807,0.010929139,54.378,,,,,,,,,,2.972067859,4208738,74.117,,61.941,,30.54952799,,,,1139069514,18.21429671,-10.85835139,,31.1454,4.396173259,1059.666667
Tokelau,Oceania,Oceania,East Asia & Pacific,1996,[1996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1529,127.417,,,,,,,,,,,,,,
Tonga,Oceania,Oceania,East Asia & Pacific,1996,[1996],45.83333333,29.11615,31.45909,0.313942368,4.391,1.14349869,,,20.35008595,52.90000153,,1780.029211,63.83993448,,,58.37526109,4540.022403,,,16.7,5.073622307,0.163793456,70.285,98.90537331,99.30874387,,,,,,,,0.300880484,96196,147.994,,,,,,,,171231690,95.51955967,-38.02517514,,22.8936,0.430257917,110
Trinidad and Tobago,America - Central,Central and South America,America,1996,[1996],14.81481481,25.23361,26.88066,0.751388461,1.896,17.16513602,9,5.731535066,51.53012307,59.40000153,,5240.655855,90.09833557,0.310223283,,41.27699522,8449.634285,,,26.3,4.97303466,0.393080525,68.384,,,4.5,,,10.13651,16.15051,4.475003,,0.585546278,1268851,247.339,,,,886.3794954,14.13133,,,6649611423,196.5756658,10.25312784,14.09747,9.8642,3.071536091,21780
Tunisia,Africa - Northern,Africa,Middle East & North Africa,1996,[1996],60.01544799,23.67153,26.44261,0.071796152,2.524,1.850867979,-3,0.667496177,42.10937623,26.20000076,,1930.420696,65.26624517,1.639408674,,43.61097853,4691.190508,,,30.4,4.356595726,0.02750633,71.888,,,,,,,,,,1.460672733,9053410,55.335,,91.464,,201.8982754,,19.83761925,,17546172836,123.2223032,-1.501602304,,61.8656,2.095669629,16756.66667
Turkey,Asia - Western,Asia,Europe & Central Asia,1996,[1996],51.14665489,25.27038,27.52994,1.34789759,2.661,3.145677776,8,1.118913219,21.54265814,32.09999847,,3923.860895,80.69988323,1.607365563,,27.82665675,6432.180967,,,40,77.22351221,0.192724936,67.574,,,2.799999952,,1.1,,,,0.497308865,1.61323948,59821978,76.346,,,,264.5020834,,,61.6,2.35E+11,116.6936064,-6.283998612,,62.6466,2.452551418,188180.6667
Turkmenistan,Asia - Central,Asia,Europe & Central Asia,1996,[1996],68.93367097,24.41998,24.01099,0,3.325,7.34847189,-9,2.813102639,74.58133055,79.59999847,,583.752321,12.60969629,,,75.40931151,3028.606363,,,70.5,1174.288363,,63.249,,,,,3.222,7.016544,12.24904,2.212702,0.697567068,1.884701647,4267690,8.743,,,,235.6831478,9.236052,,,2222221826,18.10106437,-0.827980959,7.936588,45.0178,2.38307817,31361
Turks and Caicos Islands,America - Central,Central and South America,America,1996,[1996],1.052631579,,,,,0.69361246,,,,,,,,,,,23259.49371,,,24.6,,,,,,,,,,,,,3.372979406,15859,36.881,,,,,,,,,,,,80.8524,4.522883482,11
Tuvalu,Oceania,Oceania,East Asia & Pacific,1996,[1996],66.66666667,,,0,,,,,,,,1197.66638,152.0510947,,,,3544.849124,,,38.8,12.6928452,,,,,,,,,,,,0.400195223,9264,356.308,,,,,,,18.5,11255225.1,152.3431304,,,44.3796,1.327427344,
Uganda,Africa - Eastern,Africa,Sub-Saharan Africa,1996,[1996],60.91787198,21.73546,21.44876,0.018627531,6.994,0.05190872,-4,,11.96111327,88.5,,234.7133909,4.64992748,0.249929637,,23.42437361,799.0086712,3.17,29.93,97.5,4.57248128,0.004625948,46.071,,,,,,,,,,3.037803891,21473592,89.088,85.95,,,,,,,5040139594,17.29059239,-11.46326033,,11.7468,3.753746428,1114.666667
Ukraine,Europe - Eastern,Europe,Europe & Central Asia,1996,[1996],72.21886597,24.87676,25.89025,0.059086146,1.33,8.120373238,7,2.94164246,45.6519312,88.69999695,,608.8159886,34.25791041,3.89147584,,48.20471207,3548.689544,2.81,27.51,17.7,66.14566297,0.098032298,67.11,,,,,2.992,14.30472,22.30155,6.970539,0.279674427,-0.887422999,50773323,84.104,8.41,,,647.5553986,19.95269,,51.814,31084432984,53.86532096,-2.552780862,13.05397,66.9898,-0.829486954,412298.3333
United Arab Emirates,Asia - Western,Asia,Middle East & North Africa,1996,[1996],4.688995215,26.64237,28.35871,7.834896198,3.215,16.59496717,-8,12.64208768,,38.09999847,,34073.53549,579.53421,,,,29286.30885,,,10.9,5.773043922,0.375393534,73.155,,,,,,,,,7.244593031,5.203596979,2473983,29.593,,,,5033.954086,,0.973415284,,84297347541,731.2627993,,,78.7024,5.691939029,41055.66667
United Kingdom,Europe - Western,Europe,Europe & Central Asia,1996,[1996],72.31017236,26.23783,25.84873,12.46345423,1.743,9.982557922,10,3.878057746,29.300164,74.5,,22061.54938,1190.348424,26.68946941,14.11999989,29.22468998,25328.77116,,,5.9,3.61904651,4.122935802,77.05,,,3.299999952,,1.8,0.8939682,1.204259,0.5758497,1.443096896,0.254626384,58156871,239.427,,,,1834.438843,7.529686,26.27762157,29.7,1.24E+12,1435.140089,0.075474015,6.035603,78.4126,0.330663478,580554.3333
United States of America,America - North,North America,America,1996,[1996],45.45341392,27.28376,27.0375,16.34893582,1.98,19.83352878,10,7.844014629,11.19454013,76.09999847,,30827.9882,1753.8401,30.75878968,17.73999977,12.43694443,35806.99679,,,7.7,1.770727651,16.41933053,76.1,,,0.5,,2,8.094801,12.60714,3.524803,3.105292419,1.163411547,269393632,27.977,,99.716,,4014.893474,12.96234,,53.916,8.30E+12,3899.976933,-1.242404304,15.7049,77.6178,1.638398275,5343026.333
Uruguay,America - South,Central and South America,America,1996,[1996],85.04170952,25.47642,25.12197,2.421111578,2.362,1.67606966,10,0.876272311,19.6699798,70.5,,6465.206609,361.6943197,2.655651499,,19.85845666,8856.811427,1.77,32.73,18.1,26.43173777,1.853715884,73.852,96.7818093,98.58023982,,,3.703,4.431779,6.998822,2.047824,,0.376160655,3246484,18.55,2.26,,,740.341002,11.53467,17.35110223,,20918492779,682.3932679,-0.18847686,12.74004,90.6986,0.548969661,5441.333333
Uzbekistan,Asia - Central,Asia,Europe & Central Asia,1996,[1996],64.98119417,24.67727,24.66444,0.040732496,3.298,4.419325929,-9,1.898631346,27.68728087,74.09999847,,498.761383,21.79116215,,,34.17525128,1461.975812,,,55.9,81.55525469,0.004307667,66.517,,,,,3.171,6.010993,9.165081,2.984643,0.284613499,1.912685998,23347452,52.185,,,,306.8635758,9.95981,,56,11583733120,31.99692252,-6.487970414,9.47355,38.2378,1.385283103,103180
Vanuatu,Oceania,Oceania,East Asia & Pacific,1996,[1996],13.6997539,25.32325,26.02301,0.089647986,4.677,0.490929448,,,45.96035194,84.09999847,,1361.612644,26.62308771,,,53.11963784,3729.749163,,,22.8,2.077281324,0.056845636,65.784,,,,,,,,,,2.070382087,171783,14.093,,,,,,19.79847395,,233901904.9,36.90697177,-7.159285897,,20.4658,3.556018496,84.33333333
Venezuela,America - South,Central and South America,America,1996,[1996],24.52468681,26.18272,26.59037,2.585419744,3.022,5.455367517,8,2.469264776,36.51414877,49.20000076,,5005.250067,45.01083023,2.521642113,,21.32724649,9725.53456,1.2,36.91,21.3,115.5247182,0.248230218,71.972,,,,,,15.08996,27.80443,2.251192,0.845406033,2.060910297,22499248,24.669,,,,582.2993288,6.675714,13.95644576,,1.13E+11,106.0658418,15.18690228,17.45584,87.8338,2.647596369,122741.6667
Vietnam,Asia - Southern,Asia,East Asia & Pacific,1996,[1996],23.60133952,19.75854,19.88533,0.091736635,2.482,0.454689417,-7,0.315927263,40.86848779,87.69999695,,332.944352,5.35786243,,,51.83725984,1300.380849,,,28.7,8.696768945,0.000138426,72.6,,,,,,,,,,1.600009883,75117209,226.469,,,,83.78745116,,,,24357110075,16.43230498,-10.96877205,,22.6244,3.552253695,34155
Wallis et Futuna,Oceania,Oceania,East Asia & Pacific,1996,[1996],,,,,,,,,,,,,,,,,2691.523653,,,,,,,,,,,,,,,,,14224,71.12,,,,,,,18.3,,,,,,,
West Bank and Gaza Strip,Asia - Western,Asia,Middle East & North Africa,1996,[1996],61.79401993,25.87428,27.42813,,6.111,,,,16.6691427,14.69999981,,1225.618075,,,,73.80775351,6875.608288,,,27.8,7.523322617,,69.988,,,,,,,,,,4.477878002,2719644,451.768,,98.176,,,,,,3171895902,,-57.1386108,,70.725,4.918579018,
Western Sahara,Africa - Northern,Africa,Middle East & North Africa,1996,[1996],,,,,3.408,0.795857549,,,,,,,,,,,,,,,,,60.514,,,,,,,,,,,267217,1.005,,,,,,,,,,,,,,212.6666667
Yemen,Asia - Western,Asia,Sub-Saharan Africa,1996,[1996],,,,0.056078177,,0.95061316,,0.222095235,38.50609505,,,499.0076785,10.96688242,,,,,,,77.9,36.77008785,0.000621081,,,,,,0.23,,,,,3.64310185,,29.756,,,,,,,,7839515921,25.08845245,,,24.2614,5.731413402,14934.33333
Zambia,Africa - Eastern,Africa,Sub-Saharan Africa,1996,[1996],29.41255599,20.11009,22.08613,0.029698979,6.179,0.204105445,1,0.630694228,31.32581343,67,,331.0225109,13.04177451,2.045810833,,38.87560649,1060.554879,1.63,39.23,109,22.91276204,0.009069176,40.799,,,,,,,,,,2.682200614,9161931,12.173,80.79,,,114.4533748,,17.71562216,,3016243929,21.01976226,-7.549793059,,36.6436,1.433601389,1870
Zimbabwe,Africa - Eastern,Africa,Sub-Saharan Africa,1996,[1996],36.26728706,21.60362,24.66938,0,4.328,1.260838816,-6,0.824111934,36.13007319,79.09999847,,553.8762918,29.34739993,2.107843778,,35.9395478,781.4965981,,,60.5,8.984383185,0.016790484,49.565,,,,,,,,,,1.75265047,11891290,30.431,,94.377,,162.6286991,,22.59958937,,6586303610,57.09880453,0.190525386,,32.1372,3.021510692,14993
Afghanistan,Asia - Southern,Asia,South Asia,2000,[2000],57.8829554,20.69521,20.6185,0,7.733,0.034170007,-7,,,27.60000038,13500,,,,,,1991.729633,,,93.5,,,54.863,,,,16.413,,,,,,2.917139198,22856302,35.051,,,,,,,182,,,,,20.583,4.08956284,781
Aland Islands,Europe - Northern,Europe,Europe & Central Asia,2000,[2000],,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,25776,,,,,,,,,,,,,,,
